id,dataset_name,folding,method
5s_Anaplasma-marginale-1,archiveII,.((((((((((....(((((((...(((..((((.............))))..)))....))))).))((((......((.((((....)))).))......)))).))))))))))..,LinearFold-V
tmRNA_Azoa.spec._TRW-62928_1-378,archiveII,..((((((((((((((((((...(((((.......(((((((((....(((((.((((.................))))........((((((.........))))))...)))))(((((.......))))))))))))))(((((((((.....((..((((((.(((((....)))))))))))))...((((((....(((.(((((..(((((((((((...))))))))))).)).........)))..)))...)))))).)))))))))..)))))..))).))))))..........))))))))).........(((((((((((.........))))))(((((.......))))).))))).....,LinearFold-V
srp_Haem.infl._CP000057,archiveII,(((((((((((((((..((((..((((..((((((((....(((....(((....)))....))).))))))))....))))....)))).....))))))))))))))).....,LinearFold-V
RNaseP_Onchorhynchus-sp-2,archiveII,((((........)))).(((((((((((((((((((((.((((.(((((((.((((((((((.(((((((.....................)))))))...)))........)))).))).)))))))..((.((.......)).))......))))...))))))........((.(((((((..(((....)))..)))))))))))))))))))))))).........(((((((.......))))))).............(((((.....))))).......................,LinearFold-V
tmRNA_Dich.nodo._TRW-35819_1-352,archiveII,(((((((.(((.((...((((((((((((.(..(((.((((((..(((((..................................................)))))..))).))).)))..).)))))))))...)))....)).)))...((((((((((.....((((((((...............(((((((((((.......)))))))))))..............))))))))......(((.(((.((((.((((((.((((...............)))))))))).......))))..))).)))))))))))))(((((.......))))))))))))....,LinearFold-V
srp_Toxo.gond._CO743022,archiveII,...((((((....((((.((((((((..(((((.......)))))))))))))))))...)))))),LinearFold-V
tRNA_tdbR00000461-Rattus_norvegicus-10116-Val-UAC,archiveII,.........((((.......)))).(((((.......))))).............................,LinearFold-V
5s_Xenopus-laevis-6,archiveII,(((((((((....((((((((...((..((((..((....))..))))..))....)))))).))(((((((.....(((((.(((....))).)))))...))))))))))))))))...,LinearFold-V
tmRNA_Lact.john._TRW-257314_1-367,archiveII,(((((((.............((((((((..((((((((((((((((((.((((...((((...(((((((.......((((((.....))))))..................((((((..((((......))))))))))(((((..((((((((.......))))))))..)))))......)))))))....))))....))))........(((((((....((((((((........((((((((((....(((.........)))...)))))))))))))))))).......)))))))))))))))...)))))).)))).))))))))...(((((.......))))))))))))....,LinearFold-V
16s_B.burgdorferi_domain3,archiveII,...............((((((((.((.(((((((.((((((((.........((((((..(((.....(((((((((.(((((...((((((((..(((((((....))))))).((((....))))))))))))))))).))....((((((.....((((((..((((.(((..........))).))))))))))))))))....(((((((...(((.(((...))).))).....)))))))..((.(((((.....))))).))..)))))))....)))...)))))).((((((.........))))))..)))))))).)...(((((((.....(((..((...(((....)))...))....))).....)))))))....(((((..(((((((........))))))).....))))))))))).)).(((((((.........)))))))...........))))))))..,LinearFold-V
5s_Bacillus-subtilis-4,archiveII,.(((((((((...((((((((...((..((((.............))))..))....)))))).)).((.........((((((....))))))........)).)))))))))..,LinearFold-V
RNaseP_SM-A3254,archiveII,.......((((..........)))).......(((((.....))))).((((....))))........................(((((....(((((((((....)))))))))..)))..)).......((((((.......))))))..(((((((....)))))))(((.(((....))).)))..((((..((((......((((((...(((......)))....)))))).....))))))))..((((((((....))))))))............((((..((((..(((((((....)))))))..)))).))))..........,LinearFold-V
srp_Hypo.jeco._GSP-334564-2,archiveII,...................((((..(((((((.......(.(((((((..((((((.(((((............(((((((((((....((((((((.((((.((((.((((((.........................................)))))).........(((((.....((.(((((........))))).)).....))))).)))).))))..))))))))....)))..)))))))).)))))))))))))))))).).))))..)))..))))..........,LinearFold-V
srp_Leif.xyli._AE016822,archiveII,..(((((((((((...........((.((...((((.((((.....))))...))))......)).)).........))))))))))),LinearFold-V
5s_Thermoactinomyces-vulgaris-1,archiveII,(((((((((....((((((((.......((((.............))))........)))))).))(((.((....((.((((....)))).))....)).))).))))))))).,LinearFold-V
5s_Acinetospora-crinita-1,archiveII,(((((((((....((((((((...((..((((............))))..))....)))))).))((((((......(((((.(((....)))))))).....))))))))))))))),LinearFold-V
5s_Bacillus-thuringiensis-2,archiveII,.............((((((...((..((((.............))))..))....))))))...(((..(((((((.........((((...........)))))))))))))),LinearFold-V
tmRNA_Baci.subt._TRW-1423_1-363,archiveII,(((((((....(((.(((((((((((..(((((((((((((.((((((((((((...(((((.................((.(((((..........))))).)).......((((((....(((((.........)))))..((((((((.(((((.......))))).).)))))))............))))))(((((((((........)))))))))..)))))...........))))))...((((.((..................................)).))))..))))))....))))))))..)))))))))))).........)))).)))...)))))))....,LinearFold-V
5s_Vitreoscilla-stercoraria-1,archiveII,.(((((((((.....((((((((....((((...(((...........))).))))...)))))).))(((.((....((((((.....))))))....)).)))..)))))))))..,LinearFold-V
grp1_a.I1.e.B.ciliata.JCM6865.C1.SSU.1506,archiveII,.........(((((((((.((................................)).)))))))))...((((((((......)))))))).(((((((.....)))))))...............................(((((((...........................................................)))))))...........((((.(((((((............))))))).)))).....................(((((((((((........)))))))))))..............(((((..((....)).)))))..........,LinearFold-V
srp_Myco.tube._AE000516,archiveII,((((((((.((((...(((((.....(((.....(((....))).....)))...)))))....))))..))))))))........,LinearFold-V
grp1_a.I1.b.Synechococcus.sp2.C3.tLEU,archiveII,...(((((((..........((((((((((((.(....).)))))))....(((((((...(((((((...((....(((((.......)))))...))...)))))))((...((((((((...........))))))))..))..............)))))))(((((..(((......)))))))).........)))))((((((..(((((.......)))))(((((....)))))...)))))).....))))))).,LinearFold-V
RNaseP_N.europaea,archiveII,((((((((((....(((((((.((((....)))).)).(((.((((...(((((........(((((..(((((.((......((((((((....................................)))))))).....)).)))))..))))))))))..((((......((((((..................)))))).....)))).(((..(((.((((....)))).)))...)))....)))).)))...........)))))....)))))))))),LinearFold-V
RNaseP_A.vinlandii-CA,archiveII,.........(((((.((...(((((((.((.((.(((((((((((((.((((((.(((........((((((.............((((.........((.((((...((((.....((((((.......)))))).((((((((....)))).)))).........))))...)))).)).........)))).......))))))))).))))))...)))))))..))))))...((((((((....)))))))).....)).))..))))))).....)).)))))....,LinearFold-V
5s_Verrucomicrobium-spinosum-1,archiveII,.(((((((((...((((((((.((((..((((.............))))..))))..)))))).)).((.((.......(((((......))))).....)).)).))))))))).,LinearFold-V
tRNA_tdbR00000536-Salmo_salar-8030-Ini-CAU,archiveII,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,LinearFold-V
srp_Caul.cres._U22036,archiveII,((((((((((((((.(((((..((((......((((....(((....)))....))))...)))).....)))))..))))..))))))))))..........,LinearFold-V
5s_Bacteroides-veroralis-1,archiveII,....................(((.((..(((((((.......................................................)))))))..))..)))......,LinearFold-V
tmRNA_Haem.infl._TRW-262728_1-366,archiveII,(((((((((((((.......))))))))))....)))..(((......((((((.......)))))).......)))...........((((....))))...............((((.........))))((((((.(((((..(((..((((((((.((......................................)).))))))))........)))...)))))..))))))............((((((((...(((........)))..)))))))).....................................................(((((.......)))))...........,LinearFold-V
srp_Ther.volc._BA000011,archiveII,......((((((((.((((((((.....))))))))..))..))))))................(((((((........((((((((((((((((((((((............((((((((((((((((((((((((.(((((((((((((((....))))))))))))))))))).((((((............(((....)))..........))))))....))))).))))))))..))))))).........))))))....)))))))))).)))))).....)))))))...,LinearFold-V
srp_Trit.aest._CA718249,archiveII,..................(((((.(((((((..((((((.(((......))).))))))..)))))))..)))))((((((..(((((((((.((....)))))))))))))))))..........((((...(((.(((((((((((...((.((((((......(((((((((((....)))))).....))))))))))).))...))))).....))))))))).)))).......,LinearFold-V
srp_Leis.infa._SDB-5671,archiveII,..........((((((..........))))))....((((((.((((.((((.(((((....((..(((((..((((((((....))))))))..(((((.((.(((((.(((((.(((...(((((((....)))))))((((((((((..(((....))).)))....((((....(((....)))....))))..)))))))..)))))))).........))))).)).)))))......)))))..)).))))))))).)))).))))))....,LinearFold-V
grp1_a.I1.c.G.prostrata.C3.tLEU,archiveII,....((((((..((((...........................................................)))).))))))................................................((((..((.((((((((((((.................................................................................................................................)))))....))))))).))..))))...........................,LinearFold-V
5s_Desulfovibrio-vulgaris-2,archiveII,...(((((((((.(((((((.((((.((....)).)))).(((((....))))).......))))))).(((.((....(((((((....)))))))....)).))).)))))))))...,LinearFold-V
5s_Fusarium-sporotrichioides-1,archiveII,(((((((((....(((((..........((((............))))............))))).(((((.......(((((.(((....))))))))......)))))))))))))),LinearFold-V
tmRNA_Shew.spec._CP000444_1-355,archiveII,(((((((.(((((.......)))))((((.((((((......((((.((((((.((((((..(((((.........((..((((((.((((....)))).))))))..)).(((((...............((((((.....(((((((.......)))).))).....)))))).............)))))))))).))))..((((((....................))))))..((((((((((.(((........))).))))))))))..........................)).)))))))))).)))))).)))).(((((.......))))))))))))....,LinearFold-V
srp_Stre.dysg._AJ489606,archiveII,......(((((((((((((..........((((....(((....)))....))))...........))))))).)))))).........,LinearFold-V
5s_Ascobolus-immersus-1,archiveII,...........................((((.((((((....((.(((((.((..((...(((((......)))))..)))).))))).))....)))))).)))).............,LinearFold-V
srp_Burk.pseu._CP000572,archiveII,...(((.((((((...)))))).)))......((((.(((.((((((((...........)))))))).))).).))).,LinearFold-V
5s_Planctomyces-brasiliensis-1,archiveII,..............((((.(((..(((..((((.............))))..)))...))).))))............................................,LinearFold-V
tRNA_tdbR00000095-Drosophila_melanogaster-7227-Phe-AA,archiveII,(((((((..((((........))))....((((...........))))(((((.......))))))))))))....,LinearFold-V
RNaseP_CPB139,archiveII,.............(((((((.((...((((.(((((.....))))).......))))....)).))).......))))...(((((.....(((((....)))))....)))..))......(((((.(((.....((..(((((.(((((....))))))))))..))....))).))))).((((..((((......(((((((.((((......))))..))))))).....))))))))..((((((((....))))))))............(((((...)))))...........,LinearFold-V
5s_Branchiostoma-belcheri-1,archiveII,(((((((((......((((((...((..((((..((....))..))))..))....))))))....((((((..((.(((((.(((....))).))))).)))))))).)))))))))..,LinearFold-V
5s_Endophyllum-sempervivi-1,archiveII,..(((((((....((((((((..(((..((((............))))..)))...)))))).))((((((......((.((.(((....))))).)).....)))))))))))))..,LinearFold-V
tRNA_tdbR00000610-Caulobacter_crescentus_CB15-190650-His-GUG,archiveII,((((((((.((((.........))))(((.(((((.(((((....))))).)))))..)))....))))))))....,LinearFold-V
5s_Asellus-aquaticus-1,archiveII,(((((((((....((((((((...................................)))))).))(((((((..((.(((((.(((....))).))))).))))))))))))))))))..,LinearFold-V
tmRNA_Heli.pylo._AE000511_1-386,archiveII,.................((((((.....))))))...................((((.........))))....................................(((((((((.......)))))))))...((((....)))).((((.((((((((((.......)))))))))).))))...................((((((((((.....))))))))))...............(((((((((((.(((..(((((.........))))).))).)))))))))))..................((((((((((...........))))))))))..............(((((.......)))))...........,LinearFold-V
srp_Halo.spec._AE004437,archiveII,.........(((((((.......)))))))......(((.(((((((....((((((((......(((((...(((((((((...))))))))))))))..............)))))((((((((((((((((((.((((((((.((((((....))))))..)))))))).))).((((((....((((....(((....)))....)))).)))))).....))))).)))))))))))))(((((((....((((.(((((....))))).......))))...))))))))))))))))),LinearFold-V
tmRNA_Acti.pleu._TRW-44294_1-366,archiveII,...((((((((((.......)))))))))).........(((......((((((.......)))))).......)))...........((((....))))..............(((((.........))))).............(((((((((.((.((....)))).))))((((....(((.((((...........))))))).....)))))))))...........................((((((((((.(((........))).)))))))))).....................................((((((..........(((((.......)))))..))))))...,LinearFold-V
tRNA_tdbR00000142-Saccharomyces_cerevisiae-4932-His-GUG,archiveII,((((((((..((((.......))))..((((.......)))).....(((((.......)))))))))))))...,LinearFold-V
srp_Plas.reic._GSP-5854,archiveII,...(((((((((..((.....))..)))))))))............................((((((((((..((((((.((((((.(((((.(((..(((((((....(((((((....(((((..((((((((((((.(((((((((((.......)))))))))))..)))).......(((((.((((..(((.(........).)))...)))).))))).))))))))....)))))......)))..))))....)))))))..))).))))).)))))).))).)))..))))))))))....,LinearFold-V
16s_C.elegans_domain3,archiveII,......................................................................((((((........((((.........)))).....))))))...............................(((((...........))))).......................((((((((..............(((((........................................))))).............))))))))..........,LinearFold-V
tRNA_tdbR00000232-Phaseolus_vulgaris-3885-Leu-NAA,archiveII,((((((((((((...........))))).((((((..(((((....................))))).))))))...)))))))....,LinearFold-V
srp_Stre.pyog._CP000003,archiveII,.........(((((((((((((..........((((....(((....)))....))))...........))))))).))))))...............,LinearFold-V
tmRNA_Camp.coli._AL111168_1-359,archiveII,..(((((((((.(((((....)))))))))).))))....(((....((((((....))))))......))).................................((((((((((((((.......)))))))..)))..))))((((((.((((((...........)))))).)))))).................(((((((((.......)))).)))))..........(((.((((((((((...((((........)))))))))))))).))).....((((((((.......))))))))......................(((((.......)))))...........,LinearFold-V
